ERR7616152	MN975262.1	38
ERR7616152	MN988668.1	2
ERR7616152	MN988669.1	1
ERR7616152	MN988713.1	85
ERR7616152	MN994467.1	9
ERR7616152	MN994468.1	82
ERR7616152	MN996527.1	3
ERR7616152	MN996528.1	10
ERR7616152	MN996529.1	128
ERR7616152	MN996531.1	2
ERR7616152	MN997409.1	48
ERR7616152	MT007544.1	57
ERR7616152	MT012098.1	202
ERR7616152	MT019529.1	4
ERR7616152	MT019531.1	151
ERR7616152	MT019532.1	1
ERR7616152	MT019533.1	12
ERR7616152	MT027062.1	83
ERR7616152	MT027063.1	4
ERR7616152	MT027064.1	3
ERR7616152	MT039887.1	4
ERR7616152	MT039888.1	36
ERR7616152	MT039890.1	211
ERR7616152	MT044257.1	78
ERR7616152	MT044258.1	4
ERR7616152	MT050493.1	111
ERR7616152	MT066156.1	97
ERR7616152	MT066176.1	213
ERR7616152	MT072688.1	20
ERR7616152	MT093571.1	11
ERR7616152	MT093631.2	3
ERR7616152	MT106054.1	158
ERR7616152	MT118835.1	2
ERR7616152	MT121215.1	38
ERR7616152	MT123290.1	25
ERR7616152	MT123291.2	15
ERR7616152	MT123292.2	7
ERR7616152	MT123293.2	9
ERR7616152	MT126808.1	19
ERR7616152	MT135041.1	53
ERR7616152	MT135042.1	1
ERR7616152	MT135043.1	12
ERR7616152	MT152824.1	21
ERR7616152	MT159705.2	283
ERR7616152	MT159706.2	56
ERR7616152	MT159707.2	64
ERR7616152	MT159709.2	40
ERR7616152	MT159712.2	130
ERR7616152	MT159715.2	9
ERR7616152	MT159716.2	16
ERR7616152	MT159717.2	13
ERR7616152	MT159718.2	3
ERR7616152	MT159720.2	115
ERR7616152	MT159722.2	2
ERR7616152	MT163716.1	7
ERR7616152	MT163717.1	65
ERR7616152	MT184908.2	8
ERR7616152	MT184910.1	151
ERR7616152	MT184911.1	787
ERR7616152	MT184912.1	37
ERR7616152	MT184913.1	61
ERR7616152	MT188339.1	169
ERR7616152	MT188340.1	9
ERR7616152	MT188341.1	47
ERR7616152	MT192759.1	4
ERR7616152	MT192765.1	653
ERR7616152	NC_045512.2	7
ERR7616152	no_rank	18322
ERR6752462	MN975262.1	65
ERR6752462	MN988668.1	9
ERR6752462	MN988669.1	1
ERR6752462	MN988713.1	59
ERR6752462	MN994467.1	7
ERR6752462	MN994468.1	103
ERR6752462	MN996527.1	1
ERR6752462	MN996528.1	15
ERR6752462	MN996529.1	154
ERR6752462	MN996530.1	1
ERR6752462	MN996531.1	1
ERR6752462	MN997409.1	25
